id	mydate	author	posts	text	polarity
125	2021-09-07	A.way	#974	Skrattade högt när jag läste detta.. Sån bullshit. Allt för att tjäna så_mycket pengar på scamen som det bara går. Och folk sväljer och går runt och känner_sig duktiga. Det enda de är duktiga på är att bli totalt lurade.	NEUTRAL
126	2021-09-07	Tompa81	#7568	ok, hur många friska_människor utanför riskgrupper utan några tidigare krämpor har dött/blivit svårt skadade? Vi kommer alla bli smittade förr eller senare, det är oundvikligt. Att sakta ner spridningen med ett obeprövat_vaccin är ett långskott som kommer kosta mycket mer än det smakar. Det påstods att vaccineringen skulle öka virusets mutationshastighet (reserverar mig för den vetenskapliga termen) och det visar_sig nu stämma. Viruset är nu i My stadiet som jag antar är långt mer utvecklad än delta som i_sin_tur ansågs vara farligare än den ursprungliga covid. Den spådomen verkar stämma således. Det är 0,4 %chans att som vanlig människa att hamna hos sjukvården och 0,0012% chans att dö. Jag tar gärna risken att vara utan vaccin med dessa siffror. Det måste vara upp till var_och_en att göra sin egen riskbedömning.	NEUTRAL
127	2021-09-07	Tompa81	#7568	Vad visar på att vaccinet har någon_som_helst annan effekt än att antalet smittade går upp? Hur många liv har nuvarande vaccinering räddat?	POSITIVE
128	2021-09-07	Tompa81	#7568	Eller i_takt_med att de som var svagast nu har dött och de som överlever är de som har starkare immunförsvar?	NEUTRAL
129	2021-09-08	dampskalle	#331	Varför måste man ta det två gånger om dagen? Vad gör det? Minskar det produktionen inne i celler så_att man blir mindre smittad? Vad är det i? Vad heter medicinen?	NEUTRAL
130	2021-09-08	slashx	#106	Men CBD är ju KNARK, det har soldoktorn sagt i morgonsoffan på TV4!!! /s Nu är ju de studier små, men såg att även antiinflammatoriska Omega påverkar patienter positivt. Så inte konstigt att CBD gör det. Men de lär knappast ta in cbd istället_för Pfizers medel, finns ju inga pengar i att sälja såna produkter så därför görs ju inga studier som är jämförbara med Pfizers egna.	NEUTRAL
131	2021-09-08	Sqeptisk	#3279	Jaha, så förväntas vi äta covidpiller också Pfizer vill nu lansera ett piller som vi ska ta dagligen utöver COVID-vaccinet... Läkemedelsföretagens våta dröm är ju redan på_väg att uppfyllas i_och_med stort_sett tvingande multipla injektioner (med dåligt fungerande pre-vacciner av högst tvivelaktigt experimentellt slag). Men det räckte tydligen inte ...... nu vill dom att vi skall knapra deras piller också. Å allt detta för ett förkylningsvirus som är tämligen ofarligt för i_övrigt friska människor. Ska det bli rusning till apoteken nu? Undrar man	POSITIVE
132	2021-09-08	Turbohaler666	#1511	Med allra högsta sannolikhet kommer den som önskar slippa knapra dessa piller. Hur kommer det sig att man orkar vara överraskad och bitter över att läkemedelsbolag skapar läkemedel? Vill du förbjuda läkemedelsbolag?	POSITIVE
133	2021-09-08	nikson	#2136	Det är inte Corona som ska bekämpas, det är Covid-19.	NEUTRAL
134	2021-09-08	Don.C	#3891	Det tror jag inte. Den typen av individer misstror alltid Big_Pharma och kommer garanterat hellre välja att beställas piller via Ali Express tillverkade i ett badkar av en smutsig indier. Självklart lite tillspetsat...	NEUTRAL
135	2021-09-09	Ankan-mannen	#934	För de flesta är covid_19 ofarligt, fel, sant är att många inte blir allvarligt sjuka. För de flesta är det ofarligt att åka bil utan bälte, fel, sant är att många inte kommer att påverkas av att vara utan bälte.	POSITIVE
136	2021-11-12	EricBe	#1165	Måste ju vara ett vetenskapligt under. Tänk om det hade funnits mediciner som fungerade mot covid ...... Ah nu har vi Pfizers nyaste åh kolla vi vi hittade Undrar när Pfizers nästa pill kommer, för att behandla biverkningar från det först? Om den här skiten inte var planerad så var den ju inövad sedan flera år tillbaka.	NEUTRAL
137	2021-11-12	Hajade	#208	Som av en ren tillfällighet har pillret samma verksamma mekanism som Ivermectin. Hästpiller eller kopia av hästpiller, that is the question.. John_Campbell jämför: URL	POSITIVE
138	2021-11-12	Room531	#609	Åh, två gånger per dag..kanske även i förebyggande syfte? det blir en himla massa kosing och försäljning det. Prisa pfizer, Nobels_fredspris och Nobels alla pris som finns!	POSITIVE
139	2021-11-12	Leapchild	#232	1: De kliniska tester visar goda resultat. 90% lägre dödstal och sjukhusinläggningar jämfört med placebogruppen. 2: Storbritannien har redan godkänt pillret. Flera länder är påväg att godkänna pillret.	POSITIVE
140	2021-11-12	korrektamund0	#2634	Antivirala mediciner som siktar_in_sig på 3CL har man forskat på sedan HIV blev en faktor. Det finns flera liknande verksamma substanser på marknaden, några av dem används redan för att behandla COVID-19. Det är ingen tillfällighet att man siktar_in_sig på just den mekanismen. Problemet är att Ivermectin inte har någon bevisad funktion i nämnda område.	NEUTRAL
141	2021-11-12	qwerty-66	#6746	Nu var det ju in-silica för både Pfizer pillret och Ivermectin som påvisade 3CL. Så i_princip samma nivå på bevis . John_Campbells uppföljningsvideo där han går genom factcheckers argumentation så klarläggs det.	POSITIVE
142	2021-11-12	qwerty-66	#6746	Nikk describes her experiences after vaccination and her struggles to be heard, thank you Nikk. This is the link referred to in the discussion, URL (C19 vax reactions) On a separate note, John would like to talk to Eric_Clapton, if anyone knows Mr Clapton please pass on this request, campbellteaching@hotmail.com URL	POSITIVE
143	2021-11-12	Styvfadern	#374	Exakt min tanke! Fast äter hellre mectizan än dessa piller.	POSITIVE
144	2021-11-12	qwerty-66	#6746	Pfizers fas är en avbruten fas utan peer review .... Så viktigt hålla koll på vad som är fakta ja.	NEUTRAL
145	2021-11-12	Llanfihangel	#178	Ok, autist. Men ändå intressant att du plötsligt erkänner att Ivermectin fungerar. Det intressanta är vad som har hänt. 1. Pfizer inser att Ivermectin är en game-changer för Covid. 2. De förstår att de inte kan tjäna_pengar på Ivermectin. 3. De sätter sina forskare på att ta_fram något liknande som de kan patentera. 4. De sätter sin propaganda-organisation på att svartmåla Ivermectin. 5. De lanserar sin kopia och hävdar att det är något heeeelt annat än Ivermectin. 6. De blir det mest lönsamma läkemedelsbolaget i världshistorien. (7. Det visar_sig att deras kopia har allvarliga långsiktiga biverkningar.) När gör de en studie där de jämför sin kopia med originalet?	POSITIVE
146	2021-11-12	korrektamund0	#2634	Var har jag erkänt det? Notera att jag inte är helt främmande för att Ivermectin KANSKE fungerar, men det finns inga vetenskapliga bevis eller empiriska fakta som visar att så är fallet. Sorry. Nej, Pfizer har forskat på antivirala substanser (3CL inhibitors) sedan HIV gjorde entre. De har redan en godkänd substans (Remdesivir). Du får ta av dig foliestruten.	POSITIVE
147	2021-11-12	Sjelvklart	#164	Det finns massor av studier på att ivermectin fungerar , minst lika trovärdiga studier som Pfizers, Vi får väl se hur mycket fusk som ligger bakom Pfizer studien, 86% blir kanske 20%.	POSITIVE
148	2021-11-12	korrektamund0	#2634	Vilka studier då? Har du en länk till någon erkänt kvalitativ studie som visar att Ivermectin har en effektivitet överhuvudtaget?	POSITIVE
149	2021-11-12	korrektamund0	#2634	Nej. Inte alls. Ge mig ETT exempel på en studie som håller någorlunda kvalitet. ETT exempel.	NEUTRAL
150	2021-11-12	CKCS	#1356	Haha, där kom den. Vad är din definition på en kvalitativ studie? Erkänt av exakt vem? Du kommer med snömos istället_för argument.	POSITIVE
151	2021-11-12	Hoaxwatch	#267	Bra för dig Jag menar det!	POSITIVE
152	2021-11-12	Hoaxwatch	#267	Du väljer alltså att ta pillret? (blue-pill istället_för red-pill)	NEUTRAL
153	2021-11-12	PedoJoeBiden	#1450	Hur mycket kostar det att köpa ett piller? Hur mycket kostar det att producera ett piller?	NEUTRAL
154	2021-11-12	Trevligt.konto	#2524	Det är ju inte själva substansen som kostar, det är utvecklingen.	NEUTRAL
155	2021-11-12	PedoJoeBiden	#1450	Sänker dom priset efter_att dom fått tillbaka pengar det kostade att utveckla substansen?	POSITIVE
156	2021-11-12	Trevligt.konto	#2524	Det är företag som är vinstdrivande. Det som är kutym är att man gör det när patentet löper_ut Och generika kommer.	NEUTRAL
157	2021-11-12	Neurowipe	#372	Man behöver ju inte vara mer än medelmåtta för att påstå att dom så_att_säga inspirerats av IVM. Pfizer har naturligtvis tagit reda på hur IVM verkar, och sedan gått ner i arkivet och letat rätt på en befintlig substans som gör jobbet. Allt körs i superdator så det går relativt fort. Med_tanke_på hur IVM sopats_under mattan lär vi kunna titta i stjärnor efter en jämförelse/blindtest.	POSITIVE
158	2021-11-12	korrektamund0	#2634	Nej, så är det inte. Precis som jag påpekade har Pfizer (Gilead) forskat på 3CL inhibitors i 30-40 år och har redan läkemedel godkända sedan flera år. Remdesivir började man utveckla 2009, långt innan SARS-CoV-2 upptäcktes. URL Du har fel.	NEUTRAL
159	2021-11-13	Sjelvklart	#164	Vi får se vad Pfizer pillret presterar i verkligheten, kanke vi får en riktigt studie snart och inte bara en fejk studie från pfizer att gå på.	NEUTRAL
160	2021-11-13	CKCS	#1356	Finns mängder, men du är fortfarande medvetet vag i dina krav för att du skall kunna avfärda allt. Gediget , korrekt , tillräckligt är inga definitioner.	NEUTRAL
161	2021-11-13	korrektamund0	#2634	Varje gång som du påstår att någon ljuger , infoga gärna ett citat eller en referens till det påståendet - så slipper du framstå som en substanslös tramsare.	NEUTRAL
162	2021-11-13	epadator	#257	covidpiller? jag hoppas du menar anticovidpiller	POSITIVE
163	2021-11-13	PedoJoeBiden	#1450	Vad bra, då är vi överens om att det handlar om att maximera vinsten för företaget snarare_än att värna om människors hälsa.	POSITIVE
164	2021-11-14	FramtidsAstronaut	#426	Du har fel. Vad tycker du om att de använder antivirala läkemedel som används för att bota hepatit C? Vad tror du om prislappen för mediciner som kommer? Notan för min behandling med dessa mediciner, tabletter var ungefär tusen kronor. Kommer prislappen bli detsamma även för dessa?	NEUTRAL
165	2021-11-16	mrbru	#4	Du kanske borde kolla lite närmare exakt hur pillret från pfizer funkar, och hur ivermectin funkar innan du kastar_ur_dig ett sånt statement. URL	POSITIVE
166	2021-11-17	korrektamund0	#2634	Nehej, ok. Då undrar man vad det är du avser? För du gjorde väl inte bara inlägget för att haspla_ur_dig ett påstående om att jag inte vet hur en 3CL-inhibitor fungerar?	POSITIVE
167	2021-11-18	korrektamund0	#2769	Det finns, enligt mina uppgifter, minst 75,000 registrerade läkemedel och aktiva substanser vars tänkta applikation är att hämma 3CL proteasen. Dessa har registrerats under en period av år. Vissa av dem har redan genomgått kliniska_försök (de flesta avbrutna eller har inte gått vidare från Fas 1). En majoritet av dess substanser har utvecklats för att försöka hämma 3CL-proteasen vid HIV-infektion. En majoritet av dessa 75,000 är resultatet av HIV-forskning och i_princip SAMTLIGA har testats mot SARS-CoV-2. Vissa med bra resultat, andra med sämre. I Pfizers fall har man registrerat den aktuella substansen för länge sedan och man inledde kliniska_försök Sep 2020. Mot_bakgrund_av detta ter_sig påståenden som att Pfizer har kopierat Ivermectin eftersom det fungerar som smått komiska. Till att börja med finns det ännu inga vetenskapliga bevis för att Ivermectin överhuvudtaget har en antiviral effekt som fungerar på SARS-CoV-2, men framför_allt eftersom Pfizer hållt på i 20-30 år för att få_fram substansen. Den har INGENTING med Ivermectin att göra. Pfizer har dessutom redan en annan substans godkänd av FDA som är snarlik Paxlovid (Remdesevir), den är åckså utvecklad LÅNGT innan Ivermectin gjorde sin entré på den teatescen det nu befinner sig.	POSITIVE
168	2021-11-18	korrektamund0	#2769	Korrekt. In_vitro har man uppmätt en effekt när man anväder en dos som ligger mer än 1,000 gånger över den dos som är godkänt för mänskligt bruk (Caly). URL Nu avsåg jag in vivo. Det finns inget sådant bevis.	POSITIVE
169	2021-07-21	lone_star	#4597	Vet ej om det finns en sån_här tråd redan. Vi som tagit två doser när kan ni tänka_er ta en tredje_dos om man går ut och säger att det behövs. Direkt eller väntar ni av nån anledning..i så fall vad? Själv har jag just tagit min andra_dos men kan under inga omständigheter tänka_mig ta en tredje_dos före 2023. Kommer kanske inte_ens göra det då. Många orsaker, tvivel uppkommer hos mig om vaccinets effektivitet, jag känner_mig som ett levande experiment med fler doser, vill vänta och se vilka eventuella långtidseffekter kan dyka_upp av vaccinet och av de som skjutit in fler doser än två speciellt. Hur resonerar ni i_dag vaccinerade om en tredje_dos förs fram påtrycks ?	NEUTRAL
170	2021-07-21	Filantrop007	#4988	Jag tillhör gruppen som tror att fhm har större kunskap om behovet av en tredje_dos än vad jag har. Således vaccinerar jag mig efter deras rekommendationer. De senaste tio åren har jag tagit vaccinet mot säsongsinfluensan utan att känna_mig som en försökskanin. Om jag fått någon långtidseffekt på_grund_av allt detta vaccinerande får omgivningen avgöra. Dessutom har jag tagit vaccin mot TBE och mot en typ av lunginflammation. De som skall besöka vissa länder typ Kenya tar ofta ett helt batteri av vacciner. Jag känner många sådana. Jag kan intyga att de verkar vara friska. En del andra brukar narkotiska preparat, röker och super. I de fallen kan man se tydliga tecken på långtidseffekter.	NEUTRAL
