id	mydate	author	posts	text
88	2021-12-09	Karatematch	#651	Visst kan man det, till stor så är en förkylning inte mer än en reaktion mot kyla. T-celler går inte enbart på ytproteiner, när styckat inkräktar i småbitar så omvandlar de sig sen till minnesceller vilket sen immunförsvaret kan använda som mall vid senare infektion. Det handlar dock om responstid då det systemet har en viss delay.
89	2021-06-12	cirkusregeringus	#1819	Ja, allt vi gör innebär en risk. Vi har till exempel kommit överens om att vi ska tillåta bilar att finnas och köras på asfalterade vägar. Detta trots det finns risk med att någon blir påkörd eller krockar och folk skadas. Varför vi tar risken är för att vi tror/vet att fördelar väger tyngre än nackdelar . På samma sätt med vaccinet, det finns en risk men beroende hur man ser på fördelar och nackdeler så är man antingen villig eller ovillig att ta det. Saken som du glömmer är att det inte bara handlar om hur liten risken är, det handlar också om vad det finns för fördelar. Du skulle till exempel inte få för dig att spruta in vaccin mot hepatit C om du inte ska resa till låt säga Asien där sådant förekommer. Vad är fördelen för dig med att ta ett sådant beslut? Om du planerar för framtiden att göra en sådan resa finns det ju absolut en fördel med det, men annars inte. Det är samma sak med Kinavirus-vaccinet. Varför ska någon ta det, om det för den personen inte finns en fördel att ta det? Till exempel om personen redan haft Kinasjukan och har antikroppar, eller om personen inte är i en riskgrupp och har mycket liten sannolikhet att bli svår sjuk i det alternativt inte tror på faran (vilket går att argumentera för). Dessutom glömmer du att risk bygger inte på en objektiv universal formel som går att forska fram, den bygger på magkänslan eller intuitionen hos en människa. Det kan till exempel vara så att en människa inte tror på den informationen som ges ut av regeringen eller den etablerade median, i ett sådan läge så kan uppfattningen av risken med vaccinationen gå upp något enormt.
90	2021-08-09	Lukas17	#1775	Jag är intresserad av att få leva med mitt liv och ta den minimala obefintliga risken. Du får gärna läsa lite mer statistik så kommer du bli chockad, ja du kommer bli chockad. Bara att börja.
91	2021-06-21	DedMoroz	#341	Ja. Verkar som att de korkade är ännu mer korkade än man trott.
92	2021-01-05	Antialles	#1597	Förvisso är du den störste idioten på forumet men gör dig inte dummare än vad du faktiskt är. Självklart kommer man inte dö på en gång efter vaccinet. Det kommer efter ett tag, dock varken till mig eller dig då jag är tämligen säker på att ingen av oss ämnar ta skitet... :clinking-beer-mugs:
93	2021-01-05	Konrad	#9895	Självklart! Vaccineringen är som bekant gratis och gratis är alltid gott! Jag hoppas innerligt att det kommer att krävas vaccineringsintyg. Det skulle rent allmänt behövas fler sorts intyg och legitimationer för att folk skulle få röra sig fritt på gator och torg.
94	2021-10-06	Hamsterboll	#6962	Förmodligen fick han moder för det har nästan alla unga fått fram tills nu.
95	2021-11-03	Biotechinv	#434	Vad bra, då vet vi att alla som dog av/med Covid 19 hade dött inom närtid ändå.
96	2021-11-04	hagelskur	#4965	Så lite så annars kan du rådgöra med om du känner dig osäker.
97	2021-05-11	Firewaia	#6068	Jo, beroende på vad du menar. Studien staten använde sig av innan vi började vaccinera är klar, den är dock inte avslutad då de kommer övervaka för förändringar i två år till, men allt arbete, data och liknande är klart
98	2021-07-29	DunderKanin	#187	Alltså jag brukar inte vara den som viker mig för vad andra säger åt mig. Jag ser ofta igenom det eller är duktig på att inte lägga någon vikt vid det. Men både familj och vänner men även folk man följer på sociala-medier. Låter kanske som en vekling som håller på att vika mig för vad folk säger åt mig men det har blivit ett jävla tryck på senaste och har börjat ifrågasätta mig själv och gått på så vi kan återgå till det normala -vågen. Att bara återgå till det normala vore ju helt jävla underbart men samtidigt är det just den frasen som b.la får mig att mest avstå från att desperat spruta in vaccin i min kropp. Folk skulle göra precis vad som helst för att kunna återgå till det normala och kunna resa igen, de tror på allt staten säger. Därför är jag lite skraj och vill precis som du vänta för att se.
99	2021-06-15	RostigHink	#5778	Läs studien innan du fortsätter sprida missuppfattningar och rena påhitt.
100	2021-03-22	Nebeltag	#6202	Det är ju det som är det tragiska. Att ta de trots allt rätt små risker med vaccin kan förstås vara värt det om man tillhör någon av riskgrupper för covid, men när en tidigare helt frisk kvinna i 30-årsåldern stryker med framstår det som fruktansvärt onödigt. Ur moralisk synpunkt är det dessutom värre om någon dör av vaccin än av viruset. Visst är det väl tre som har dött i Norge efter att ha tagit Astra Zeneca och alla var under år? Hur många i den ålderskategorin har dött av själva viruset? Kan inte vara speciellt många med tanke på att det totala antalet döda i landet bara är personer.
101	2021-06-07	MagnusBengtsen	#9769	Ok. Kollade på länk 1. Hittade ingen info om att vaccin stoppar smitta.
102	2021-09-26	kommunism-massmord	#1328	Är du inte plus eller i en riskgrupp (grovt överviktig, lungsjuk, hjärtsjuk, svårt nedsatt immunförsvar,) så behövs inte vaccinen, friska människor skall inte ta vaccinen. Mådde du så efter första dosen kommer du må gånger värre av andra dosen (som du tar helt i onödan om du är frisk).
103	2021-05-02	falconer8	#2035	Precis! Varför skriver, säger och uttalar sig då en del människor som om dessa vaccin skulle vara gudasända och fria från biverkningar? Även media kör den agendan. Att de redan frälsta går på det, det är en sak.
104	2021-09-03	george.sthlm	#4714	Du måste inse att de flesta samhällskritiker inte tror att dom straffar staten genom att inte vaccinera sig. Bara du.
105	2021-12-18	hennevilljagknulla	#706	Fy fan, min farmor såg ut som hon blivi misshandlad av turkar efter vaccinet. Fullt med blåa utslag i ansiktet.
106	2021-08-02	jori9900	#2078	Men extra dödsfall borde ju synas i statistiken . Eller hur? Är var antalet dödsfall i Sverige. År var det 95000. Dvs det var inte speciellt många fler som dog är än ett normalår. Och det trots att Sveriges befolkning ökar ordentligt sen 2002. Konstig pandemi som knappt syns i statistiken. Var tog dina extra dödsfall pga covid vägen undrar vän av ordning? Om du vill svara försök att undvika hotelser och otrevligheter, tack.
107	2021-08-04	CKCS	#1356	Risken är att det utvecklas ett autoimunt tillstånd där immunförsvaret ser dina egna celler som främmande. Resultatet blir livslång sjukdom och tidig död. Finns inga behandlingar.
108	2021-07-08	Daniel_s85	#665	 Läraren Nueng Pimphon Money, en berömd tränare, bara år gammal, dog plötsligt när hon gjorde ett live-matlagningsprogram. Efter att släktingar skickade en obduktion fann man att en dog av ett förstorat hjärta. orsakar en plötslig hjärtinfarkt. Översatt från en thailändsk sida. Inget om att hon vaccinerar sig.
109	2021-09-13	P71	#1845	Du får se MrArtur som en byråkratisk representant för myndigheter . Ungefär som Anders Tegnell fast på Flashback. Han företräder den officiellt godkända linjen och uttalar sig inte om han inte har statistik eller rapporter på det (enbart från av myndigheter godkända källor). Det innebär förstås också att han har lite svårt att plocka upp trender och händelser som inte genomgått peer review och som kommer från icke-godkända källor, men som senare visar sig vara sanna och riktiga. Men det är det som är bra med Flashback, att det finns folk som stångas mot varandra och plockar fram argument för sin sak. Jag skriver själv inte mycket men läser nästan allt i detta covid19-forum. Det är sällan någon som har rätt om allt, men genom att läsa båda sidors argument och sålla bort en del trams får man en ganska god uppfattning om vad som händer i coronapandemin. Mig veterligen finns det inget annat forum i Sverige där diskussionen om corona och covid 19 är så öppen och fri som här. Så det är bra att detta ställe finns! All **** försvinner!
110	2021-09-13	Rimbert	#3926	Det känns som alla ovaccinerade kommer att bli framtidens hjältar och får driva människosläktet framåt, då de vaccinerade dog i stora mängder och de få vaccinerade som överlevde blev sterila, men de fick ändå spruta efter spruta av Big-Med, bara för sakens skull.
111	2021-07-21	Hejhejahejda	#722	Kanske aldrig? Dock är döden något som kommer ske oss alla levande. Dessa vaccin som ska eventuellt ge något mer skydd mot de allvarligaste symptomen behöver inte vara upphovet till döden för alla dess bärare men det kommer dyka upp fler biverkning som så som tex infertilitet, svagare immunförsvar, avkomma som har handikapp, cp skador etc. Allt behöver inte innebära döden.
112	2021-03-16	sqrt25	#928	Tråkigt att kanske känna oro efter vaccineringen även om väldigt få drabbas av allvarlig biverkningar. Tror inte de fått nåt vaccin alls idag om informationen kommit tidigare eller om de haft en senare tid idag. Vaccinationscentralen har inte flera sorter samtidigt.
113	2021-07-30	Leland1979	#2992	Precis min poäng. Det finns inga studier som talar för att biverkning magiskt uppstår flera år längre fram.
114	2021-12-16	dannbaggen	#2866	Hur kan du seriöst säga att dessa två orsaker till vaccin motsäger varandra 1. Att skydda sig själv mot allvarlig sjukdom och död 2. Att få stopp på pandemin och skydda andra Motsäger dessa varandra? Är det på den nivån ni antivaxxers resonerar? Jösses....
115	2021-08-09	justformybaby	#1924	nej, du vet inte vad vetenskap är.
116	2021-11-22	JackBlack	#8179	Det lät inte bra. Det visar att vaccin ökar risken för vissa hjärtsjukdomar.
117	2021-06-18	Kakksakker	#731	mRNA kan tydligen skriva till DNA vilket man inte trodde var möjligt först. Få se hur det påverkar i det långa loppet..
118	2021-11-20	MrArtur	#2956	Vet du ens själv vad du menar här? Utveckla gärna och motivera. Du rabblar plattityder. Vilken hypotes syftar du på här? Det är just detta en gråskala innebär. Vaccinet har en högre effektivitet och långvarighet mot sjukvårdsvistelse och död än för infektion. Dock inte procent för någon av kategorier . I synnerhet en lägre effektivitet för äldre, som också löper störst risk för sjukdomen. Jag kan inte begripa hur något så enkelt kan vara så ohyggligt svårt att förstå för så många. Och ändå kallar du andra rädda.
119	2021-09-17	Sjelvklart	#255	Här ,1 timme och minuter in i denna video börjar en intressant intervju om VAERS och hur det systemet fungerar. VAERS är inget system som fylls i av foliehattar på pin kiv för att få upp siffrran på skador från vaccin och som vi vet från tidigare Havard studie är det bara 1% som rapporteras, efter video kommer ni förstå varför. URL
120	2021-06-10	AdMortem	#1736	Jag har varit sjuk och det var inte trevligt. Två av grannar ska ha dött omkring tidpunkten och jag vet väl inte något om deras hälsa men skulle inte förvåna mig om covid 19 legat kvar hos dem och varit den bidragande orsaken till dödsfallen. Känns för mycket slump. Vaccinet gav muskelvärk i armen. Sjukdomen var grymt otrevligare än så. Har flera barnfamiljer i min trappa och icke svenskar också så jag som tänkt vägra att vaccinera mig tog vaccin och struntar fullständigt i om folk tycker att jag inte borde ha gjort det med de argument jag hade redan innan vi kände till något alls om virus av att svarta, en del andra etniska grupper och särskilt dem med kusinäktenskap i hemländer ,gravida och barn skulle hållas ifrån virus och skyddas så mycket som möjligt. Idag, innan jag tagit min andra spruta, läste jag att t.ex somaliers dödsfall till 50% är relaterade till covid-19. När virus bröt ut i jan-februari försökte jag var allmänheten här på Flashback med vissa ursprung som potentiella högriskgrupper. Sedan kunde jag inte hitta inläggen (annat nick) var säkert någon antirasist till moderator som ansåg sig slå ett slag för mänskligheten. Klart att man ska vaccinera sig och förhindra spridningen och mutationer i den mån vi kan. Bruksanvisning? Köpte inte ett vaccin på nätet utan gick till en central för sådant
